 # x1	x2	y
0.533632	3.88287	0
-1.69813	1.31458	0
1.21468	0.456358	0
1.82473	1.34017	0
1.71095	-3.26571	0
1.07955	-0.196085	0
-0.145262	0.691753	0
4.11628	-0.376734	0
2.26567	1.26163	0
1.16861	3.16742	0
1.46984	-0.245528	0
4.02657	-0.263647	0
1.31536	1.49351	0
-0.553516	3.13522	0
3.36977	2.22586	0
2.69662	2.49106	0
-0.061493	1.37639	0
2.54882	1.52996	0
0.159629	-2.00381	0
0.762864	3.83792	0
-0.425081	-0.660169	0
-0.885136	0.204467	0
2.71967	0.941694	0
1.0185	2.65557	0
-2.60741	1.32476	0
0.992679	1.59152	0
0.240969	0.566289	0
-3.35313	1.02657	0
1.78784	0.5756	0
-3.25796	4.56253	0
2.38084	2.33642	0
0.820523	1.15705	0
1.59436	2.68955	0
2.62236	2.70018	0
-0.364767	-0.880061	0
1.35096	-2.93917	0
3.01404	1.53039	0
3.06001	0.469667	0
-0.0448437	-1.84884	0
-2.57441	5.15614	0
-0.529785	-0.0119597	0
1.42934	-1.07484	0
0.740524	6.88128	0
2.73539	1.24242	0
2.90445	1.69515	0
0.209315	0.0634702	0
-0.232806	1.71622	0
0.546038	0.176287	0
0.0088433	-0.733428	0
1.56538	2.4389	0
1.80947	-0.560793	0
-1.69323	-1.73906	0
-1.12873	0.998436	0
3.031	1.51241	0
1.96205	1.19035	0
-1.06936	1.33022	0
0.914345	1.45376	0
1.36161	-0.995748	0
0.860525	-2.01007	0
2.00219	0.921821	0
0.539799	0.426794	0
2.88587	-1.63692	0
1.62868	-0.551562	0
3.18052	1.87512	0
0.723697	-1.95619	0
-1.27919	0.149878	0
-0.974445	0.594594	0
0.786272	2.06638	0
0.648435	-0.119841	0
-0.0603021	0.282432	0
0.581365	3.65228	0
-0.168052	-2.68478	0
-1.10328	2.12011	0
2.1075	1.4864	0
2.06826	0.260289	0
2.23018	-4.93575	0
3.18798	1.69171	0
0.573267	3.89172	0
1.25055	1.85199	0
3.27846	0.574269	0
3.02269	2.89039	0
0.173127	2.37863	0
3.05767	6.33506	0
0.651473	-0.60767	0
2.80967	1.36868	0
4.00592	0.21549	0
1.71791	2.22933	0
2.14428	2.66609	0
1.11779	2.8198	0
-0.323707	0.888341	0
0.82828	4.31458	0
3.22046	3.04519	0
-1.01807	1.24581	0
1.45844	0.953485	0
0.503968	-1.6142	0
1.28479	-2.57979	0
0.714552	2.80673	0
3.48887	0.736477	0
-1.19061	-0.0239378	0
3.45597	3.7544	0
2.3442	2.6163	0
-0.432412	-2.14808	0
3.06728	3.0894	0
1.90397	0.208028	0
2.51849	1.96512	0
2.15551	3.35437	0
-0.16991	-0.168662	0
0.650993	-0.315138	0
-1.66039	-0.26972	0
-0.990708	2.77136	0
2.24096	2.21036	0
-1.97837	-0.0601299	0
2.25542	-0.00498629	0
0.485229	-0.837317	0
-1.1457	1.67077	0
0.403296	1.57245	0
0.383616	0.5878	0
2.07275	-1.23433	0
2.76166	2.17141	0
2.89921	2.47349	0
3.04138	3.59355	0
1.24095	-0.0881513	0
-0.29434	-0.949789	0
-0.223752	1.63924	0
1.28494	3.86398	0
4.85605	3.36263	0
3.19742	-0.84391	0
0.681642	0.664099	0
3.05707	0.9162	0
1.43176	3.37976	0
-0.561302	3.02805	0
1.15708	-1.00654	0
2.42006	-2.04998	0
-3.85762	2.27029	0
-0.323617	-1.45966	0
-0.91608	-2.85792	0
-3.2703	0.0823612	0
0.292537	0.629764	0
-1.4345	-0.288672	0
3.17043	3.1156	0
4.17505	1.19356	0
1.26904	1.13355	0
2.26008	0.887486	0
0.218219	-2.52579	0
4.79765	1.40353	0
3.94055	-1.73255	0
-1.14001	3.33069	0
3.64944	5.84522	0
2.52434	-1.40722	0
2.49017	1.16454	0
2.15033	0.15302	0
0.231701	4.3689	0
1.8985	-0.472904	0
0.041546	4.14374	0
3.72716	1.89299	0
2.71203	-0.486954	0
-0.502044	0.984593	0
2.26634	2.45275	0
0.759417	0.969017	0
2.01446	5.65481	0
1.13541	-0.332343	0
-1.36103	0.0838447	0
3.77331	-1.49719	0
3.29822	2.74632	0
-2.18515	1.56047	0
0.162914	3.06465	0
-1.04323	3.00308	0
3.76138	1.2098	0
-0.716815	2.89262	0
0.942323	-0.167786	0
3.33783	-4.0103	0
-1.09319	0.679693	0
2.45976	0.0635625	0
2.2369	4.1113	0
-1.05732	3.20769	0
0.64087	-3.24952	0
3.84898	1.90817	0
1.71549	4.53795	0
3.17129	-1.82873	0
-0.731282	1.49805	0
2.07106	1.1247	0
2.84263	0.22025	0
0.151294	-1.78705	0
2.44296	-0.414146	0
0.174969	4.33887	0
2.53087	-1.18646	0
0.572286	0.435342	0
1.21753	-0.788955	0
-1.42794	4.54285	0
1.43871	0.0227031	0
2.94616	0.278223	0
3.82952	0.939559	0
3.25528	-0.176122	0
4.00367	0.999462	0
3.17636	3.0594	0
-0.306721	-0.264916	0
4.50736	2.43864	0
-1.74268	3.48825	0
-0.292836	-0.335995	0
-0.816543	1.83201	0
-0.231775	1.88373	0
1.24213	0.323874	0
5.23868	0.446044	0
3.83559	2.19554	0
-0.213196	0.990709	0
2.62693	-3.95228	0
1.7111	0.914745	0
-2.63488	0.314066	0
3.93247	0.348228	0
0.0534862	0.151306	0
2.02632	0.70246	0
-1.22103	1.17209	0
-0.744101	1.07822	0
0.277851	2.87669	0
-2.25132	-0.432267	0
2.08254	4.011	0
1.64691	1.93157	0
1.90917	2.53172	0
2.14235	0.708824	0
-1.93901	3.2504	0
-2.93932	4.46383	0
-1.58287	0.0217409	0
0.730217	-0.434258	0
-2.30589	0.56568	0
0.650025	0.512539	0
1.23033	3.53517	0
2.5345	1.71239	0
2.46503	-0.774468	0
-0.27877	-1.57915	0
0.857211	-0.486879	0
2.27364	-0.151954	0
0.713698	0.995011	0
2.5489	-1.19965	0
-1.32289	0.445127	0
1.67146	-1.08305	0
0.666363	0.0457492	0
1.15684	-2.37007	0
1.67523	1.65806	0
-0.631549	3.16605	0
1.92923	3.13038	0
1.80196	-0.0410466	0
1.05729	-0.30076	0
